Assigned to cluster 18 | Clusters selected: 0 (68%) | RD Range of Selected: [0.51, 1.72] | Allelic Imbalance Range of Selected: [0.13, 0.25]
Assigned to cluster 27 | Clusters selected: 0 (0.13%), 1 (1.33%), 2 (2.42%), 3 (11.11%), 4 (38.18%), 5 (9.09%), 6 (6.74%), 7 (3.55%) | RD Range of Selected: [1.17, 2.27] | Allelic Imbalance Range of Selected: [0.01, 0.39]
Assigned to cluster 0 | Clusters selected: 0 (0.26%), 1 (0.63%), 2 (0.66%), 3 (2.94%), 4 (10%), 5 (2.86%), 6 (0.3%), 7 (1.2%), 8 (1.14%), 9 (1.5%) | RD Range of Selected: [0.41, 1.49] | Allelic Imbalance Range of Selected: [0.09, 0.38]
Assigned to cluster 2 | Clusters selected: 0 (12.64%) | RD Range of Selected: [0.77, 1.66] | Allelic Imbalance Range of Selected: [0.00, 0.45]
Assigned to cluster 34 | Clusters selected: 0 (0.25%), 1 (11.11%) | RD Range of Selected: [1.25, 1.69] | Allelic Imbalance Range of Selected: [0.01, 0.22]
Assigned to cluster 2 | Clusters selected: 0 (13.91%) | RD Range of Selected: [1.42, 1.66] | Allelic Imbalance Range of Selected: [0.02, 0.11]
Assigned to cluster 34 | Clusters selected: 0 (0.13%), 1 (3.13%), 2 (0.6%), 3 (35.68%) | RD Range of Selected: [1.17, 1.72] | Allelic Imbalance Range of Selected: [0.01, 0.42]
Assigned to cluster 34 | Clusters selected: 0 (0.14%), 1 (100%) | RD Range of Selected: [1.22, 2.03] | Allelic Imbalance Range of Selected: [0.32, 0.49]
Assigned to cluster 25 | Clusters selected: 0 (3.03%), 1 (0.15%), 2 (3.31%), 3 (7.37%) | RD Range of Selected: [0.36, 0.85] | Allelic Imbalance Range of Selected: [0.06, 0.49]
Assigned to cluster 2 | Clusters selected: 0 (11.71%), 1 (0.15%), 2 (2.33%), 3 (0.05%), 4 (1.82%), 5 (1.43%) | RD Range of Selected: [0.77, 1.66] | Allelic Imbalance Range of Selected: [0.00, 0.45]
Assigned to cluster 34 | Clusters selected: 0 (2.37%), 1 (1.31%), 2 (2.82%), 3 (6.78%), 4 (1.41%), 5 (42.54%) | RD Range of Selected: [1.17, 1.72] | Allelic Imbalance Range of Selected: [0.01, 0.22]
